name	predictions	lineage	clade	subsubclade	extra_info	Amt.2	Amt.1	Amt.NC	ureC	cspc	ipct	nhap	trk	metE	metE_2	flaK	cheA	cheY	cheY_2	TadC	flal	proDH	RocA
HQ215919	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ863823	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ320522	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FN869062	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005877205	no	NT	Alpha	1		1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
JQ312221	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179506	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005877295	no	NT	Alpha	1		0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
GCA_005877475	no	NT	Alpha	1		1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
JN179519	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM131590	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM131566	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF520896	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF520877	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179514	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ864304	yes	NT	Alpha	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF520914	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU852678	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_007280335	no	NT	Alpha			1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1
GCA_016178405	no	NT	Alpha			1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
GCA_016201515	no	NT	Alpha			1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
HE598573	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN418173	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ082876	yes	NT	Alpha	Incertae	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ433494	yes	NT	Alpha	Incertae	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN418180	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179508	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM117093	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM131587	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HE598612	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FN773415	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005877305	no	NT	Alpha			1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1
JN179507	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU852682	yes	NT	Alpha			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU099963	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FN773440	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FN773445	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM637851	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX311808	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC537388	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ152899	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF898528	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ152845	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ320505	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF053730	yes	NT	Gamma			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ319461	yes	NT	Incertae			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU137861	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC108800	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KM116976	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FN773450	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ320512	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ864008	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ888892	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JQ345848	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF898559	yes	NT	Beta			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU885582	yes	NT-NP	Incertae	I	NCertae_sedis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX537619	yes	NT-NP	Incertae	I	NCertae_sedis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU885618	yes	NT-NP	Incertae	I	NCertae_sedis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ888623	yes	NT-NP	Incertae		NCertae_sedis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016838825	no	NT-NP	Incertae			1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1
2502545036	no	NP	Gamma	2		1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1
CM001158	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2537561915	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
EU651165	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN375970	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148653	yes	NP	Gamma	2	NCertae_sedis.1_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC157988	yes	NP	Gamma	2	NCertae_sedis.1_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2786546740	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1
AFPU000001	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000220175	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_013407385	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
GCA_018334095	no	NP	Gamma	2		1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1
JQ260604	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX305919	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX488424	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU650968	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX488411	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148655	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002737445	no	NP	Gamma	2		1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
GCA_013521055	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1
EU309881	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014193235	no	NP	Gamma	2		1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1
EU590645	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF618762	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF618761	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX305902	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ152880	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU650974	yes	NP	Gamma	2	NCertae_sedis.2_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX305920	yes	NP	Gamma	2	NCertae_sedis.2_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX305901	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_005798405	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
JQ404240	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HQ168103	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF803148	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KF856996	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN179492	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU925362	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ499453	yes	NP	Gamma	2	NCertae_sedis.3_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ499694	yes	NP	Gamma	2	NCertae_sedis.3_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ331563	yes	NP	Gamma	2	NCertae_sedis.4_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ331564	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148578	yes	NP	Gamma	2	NCertae_sedis.2_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN190773	yes	NP	Gamma	2	NCertae_sedis.1_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN190774	yes	NP	Gamma	2	NCertae_sedis.1_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148796	yes	NP	Gamma	2	NCertae_sedis.2_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227839	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148616	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF924560	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU197137	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN190815	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ601551	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM589837	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF924252	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227155	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ601588	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JX524536	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227786	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF924274	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF430502	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF430566	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ778452	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227796	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU860262	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HM589795	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227832	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU925345	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ331490	yes	NP	Gamma	2	NCertae_sedis.4_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU651197	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227851	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_018128925	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1
DQ148575	yes	NP	Gamma	2	NCertae_sedis_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ501061	yes	NP	Gamma	2	NCertae_sedis_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2518645576	no	NP	Gamma	2		1	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1
EU650806	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2627854092	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
GCA_014078525	no	NP	Gamma	2		1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1
GQ499801	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF715912	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB373240	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509749	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB373358	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014075315	no	NP	Gamma	2		1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1
AB828950	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU811338	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF715911	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU811277	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JN375946	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU925261	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013407185	no	NP	Gamma	2		1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
GCA_003175215	no	NP	Gamma	2		1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1
GQ499473	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ499747	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB645445	yes	NP	Gamma	2	NCertae_sedis.2_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ499537	yes	NP	Gamma	2	NCertae_sedis.2_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ499440	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU650948	yes	NP	Gamma	2	NCertae_sedis.1_OTU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU651053	yes	NP	Gamma	2	NCertae_sedis.1_OTU2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU651043	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU988821	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ807530	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227869	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GQ499725	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FJ227809	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2548876507	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1
2627853696	no	NP	Gamma	2		1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_014078535	no	NP	Gamma	2		1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1
GCA_000018465	no	NP	Gamma	2		1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1
GQ499687	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008080815	no	NP	Gamma	2		0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
KC293197	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KC293208	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_008080855	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	1
GCA_006740685	no	NP	Gamma	2		1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1
GCA_016125975	no	NP	Gamma	2		1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1
FJ656580	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU811607	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2786546490	no	NP	Gamma	2		1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
KF512361	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_018263505	no	NP	Gamma	2		1	1	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1
EU651215	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU988769	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GU988820	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EU864300	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DQ148771	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JF715754	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_001510275	no	NP	Gamma	2		1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1
KJ509753	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509757	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_013215285	no	NP	Gamma	2		1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1
KJ509742	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509747	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509748	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509741	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509751	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509754	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KJ509760	yes	NP	Gamma	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
